# ID,name,RA,dec,mag
76956,,15.761966,57.262998,7.790
76957,,15.761991,46.580725,8.680
76958,,15.762462,28.969322,8.860
76959,,15.762687,-44.491482,10.880
76960,,15.762886,-30.041467,6.880
76961,,15.762900,-25.495589,7.720
76962,,15.763153,-64.045094,9.890
76963,,15.763224,-30.348818,9.370
76964,,15.763301,59.312130,7.820
76965,,15.763545,2.962550,9.990
76966,,15.763836,14.038976,9.530
76967,,15.764012,-16.950743,7.670
76968,,15.764105,5.329806,9.250
76969,,15.764236,26.601974,9.720
76970,,15.764287,-50.535461,8.530
76971,,15.764430,36.418376,8.490
76972,,15.764559,0.892460,9.280
76973,,15.764563,-46.045136,8.880
76974,,15.764556,5.040714,9.150
76975,,15.764753,82.370075,8.180
76976,,15.764872,60.299241,10.160
76977,,15.765118,-24.559472,8.830
76978,,15.765199,12.558102,8.470
76979,,15.765328,64.276316,8.410
76980,,15.765387,33.780188,9.360
76981,,15.765427,-32.017169,9.110
76982,,15.765838,16.375790,10.690
76983,,15.766214,-80.892425,9.300
76984,,15.766598,-29.180934,9.060
76985,,15.766924,0.011732,9.190
76986,,15.767009,39.110470,8.760
76987,,15.767062,65.580042,8.420
76988,,15.767318,-62.428959,8.560
76989,,15.767685,-18.171276,9.540
76990,,15.767980,11.899190,9.550
76991,,15.768233,-1.804193,5.390
76992,,15.768375,-54.011505,8.220
76993,,15.768596,43.709461,9.990
76994,,15.769103,-41.012509,8.670
76995,,15.769472,-19.366279,9.610
76996,,15.769677,-19.119584,10.140
76997,,15.769793,15.421826,3.650
76998,,15.769948,-1.569426,8.990
76999,,15.770238,-28.061481,6.490
77000,,15.770457,42.468420,7.350
77001,,15.770477,6.111163,7.310
77002,,15.770871,49.767830,8.560
77003,,15.770864,-50.908282,8.450
77004,,15.771219,3.662216,8.400
77005,,15.771240,45.021847,7.810
77006,,15.771921,-57.812453,7.070
77007,,15.772065,-44.082639,8.250
77008,,15.772920,13.720751,7.930
77009,,15.773037,36.452616,8.770
77010,,15.773120,-67.401873,9.100
77011,,15.773111,19.907528,7.640
77012,,15.773306,-82.996093,9.140
77013,,15.773331,15.526702,6.700
77014,,15.773341,-16.161460,8.410
77015,,15.773456,-77.434197,9.090
77016,,15.773478,52.147803,8.020
77017,,15.773477,36.445999,7.560
77018,,15.773884,-46.474530,9.110
77019,,15.773915,-39.610772,11.460
77020,,15.774051,-35.881103,8.200
77021,,15.774054,-60.277133,9.300
77022,,15.774060,7.353073,4.420
77023,,15.774206,17.533154,9.640
77024,,15.774231,38.850307,8.240
77025,,15.774260,-74.913854,9.820
77026,,15.774301,-8.792526,9.430
77027,,15.774503,50.800000,8.760
77028,,15.774541,-69.862550,8.790
77029,,15.774989,31.278237,9.340
77030,,15.775232,-4.059995,8.010
77031,,15.775447,71.667328,8.860
77032,,15.775550,-47.233505,10.630
77033,,15.775660,19.954266,10.310
77034,,15.776071,-77.045078,9.420
77035,,15.776079,-13.999566,10.100
77036,,15.776337,55.474791,5.940
77037,,15.776632,65.864399,8.180
77038,,15.776890,-10.132164,8.100
77039,,15.777407,56.770059,7.780
77040,,15.777574,8.369840,8.510
77041,,15.777772,62.599557,5.190
77042,,15.777878,-48.736823,6.760
77043,,15.777961,-3.822096,9.480
77044,,15.778035,-46.699594,7.770
77045,,15.778622,-30.891387,8.390
77046,,15.778628,-43.236085,8.080
77047,,15.778728,9.786285,7.040
77048,,15.778810,38.322380,10.940
77049,,15.778867,0.757134,9.780
77050,,15.778950,-34.682454,5.610
77051,,15.779285,-6.120355,6.240
77052,,15.779330,-26.378254,9.400
77053,,15.779827,-52.146158,7.080
77054,,15.780282,70.374182,7.760
77055,,15.780594,25.085322,8.370
77056,,15.780657,7.417660,9.010
77057,,15.780773,-5.256525,10.230
77058,,15.780820,-58.125246,6.830
77059,,15.781012,-36.936844,7.950
77060,,15.781030,46.296790,7.820
77061,,15.781173,-17.108676,7.610
77062,,15.781195,-47.647900,8.220
77063,,15.781333,39.209762,8.990
77064,,15.781473,30.847000,9.260
77065,,15.781623,46.986262,7.210
77066,,15.782044,-9.434175,9.640
77067,,15.782569,51.979629,8.360
77068,,15.782593,34.613350,9.390
77069,,15.782831,-61.783774,8.710
77070,,15.782968,-64.407874,8.370
77071,,15.782972,-28.570968,9.660
77072,,15.783155,-36.582867,9.190
77073,,15.783211,69.477475,7.500
77074,,15.783370,-62.796556,7.100
77075,,15.783407,-52.887944,8.700
77076,,15.783928,41.719722,8.150
77077,,15.784264,-7.459640,9.050
77078,,15.784491,11.528059,7.680
77079,,15.784572,-35.510345,6.820
77080,,15.784573,27.520284,9.250
77081,,15.785047,-35.518038,7.340
77082,,15.785081,-15.236629,8.340
77083,,15.785251,-72.443656,8.890
77084,,15.785364,-74.044132,7.680
77085,,15.785796,-43.145701,10.770
77086,,15.786036,-33.286492,8.500
77087,,15.786042,30.565645,7.800
77088,,15.786579,27.225333,8.100
77089,,15.786670,15.153264,9.740
77090,,15.786907,-42.204727,7.380
77091,,15.786914,-6.507869,10.480
77092,,15.787314,-18.027484,10.260
77093,,15.787607,-8.452957,7.620
77094,,15.787716,-32.615048,8.610
77095,,15.787870,-2.617194,8.190
77096,,15.787908,-32.613398,10.320
77097,,15.787963,-44.695959,9.150
77098,,15.788113,-16.174722,9.780
77099,,15.788080,-0.269915,6.940
77100,,15.788144,14.115348,5.710
77101,,15.788922,-12.221298,7.950
77102,,15.788965,-20.469432,7.850
77103,,15.788991,-27.087148,7.790
77104,,15.789003,10.488235,8.610
77105,,15.789484,25.865451,9.060
77106,,15.789534,-10.295567,7.990
77107,,15.789543,-17.564493,10.770
77108,,15.789554,-5.118865,8.700
77109,,15.789680,44.598781,7.300
77110,,15.789705,-62.147850,7.690
77111,,15.789814,-25.867712,7.800
77112,,15.790040,-1.063415,8.050
77113,,15.790181,-10.896501,11.270
77114,,15.790430,-40.194210,6.410
77115,,15.790503,18.814651,7.800
77116,,15.790511,18.849379,8.200
77117,,15.790560,59.485745,7.840
77118,,15.790792,1.545964,6.530
77119,,15.790917,61.022744,8.540
77120,,15.791384,32.481952,8.760
77121,,15.791435,-37.916312,6.010
77122,,15.791523,-33.467163,8.720
77123,,15.791866,34.990934,8.960
77124,,15.792016,-21.233666,8.000
77125,,15.792069,-77.460505,8.110
77126,,15.792207,59.568623,6.530
77127,,15.792344,49.883076,9.260
77128,,15.792536,-41.466187,10.270
77129,,15.792714,33.894202,8.800
77130,,15.792771,-14.626190,9.340
77131,,15.792908,-10.088697,9.730
77132,,15.793177,45.074634,8.930
77133,,15.793801,-22.089074,11.010
77134,,15.793846,2.484966,9.710
77135,,15.793867,55.376627,5.850
77136,,15.793917,-9.480442,7.000
77137,,15.794658,28.469454,7.430
77138,,15.794693,-29.314216,9.030
77139,,15.794949,-55.881918,8.380
77140,,15.795169,19.296457,8.390
77141,,15.795482,47.893017,8.620
77142,,15.795666,-48.964072,10.400
77143,,15.795846,33.011990,7.040
77144,,15.796102,52.957895,9.230
77145,,15.796215,45.732882,6.760
77146,,15.796620,-66.371133,10.100
77147,,15.796634,-57.808286,8.960
77148,,15.796755,4.298328,7.190
77149,,15.796827,70.607171,9.530
77150,,15.797271,-69.008809,9.120
77151,,15.797291,3.543047,7.690
77152,,15.797545,-38.260011,8.060
77153,,15.797571,4.952653,10.590
77154,,15.798078,-65.442291,5.540
77155,,15.798586,-48.630129,10.450
77156,,15.798648,-12.696166,9.910
77157,,15.798714,-35.719308,8.420
77158,,15.799014,-25.986952,6.980
77159,,15.799146,-38.034279,8.970
77160,,15.800407,-37.675455,7.470
77161,,15.800498,31.735615,6.410
77162,,15.800669,-56.626966,9.830
77163,,15.800916,-25.215615,7.150
77164,,15.801209,-17.775093,9.750
77165,,15.801617,50.004578,7.880
77166,,15.801784,37.972933,9.070
77167,,15.801810,-50.589788,6.700
77168,,15.802168,-26.535196,9.380
77169,,15.802181,3.443142,8.240
77170,,15.802431,-23.358966,9.180
77171,,15.802587,-23.373457,9.730
77172,,15.802629,1.571739,7.440
77173,,15.802717,74.414114,9.240
77174,,15.803269,-4.786023,8.100
77175,,15.803598,21.687949,9.420
77176,,15.803696,13.789078,5.980
77177,,15.803722,50.954554,8.370
77178,,15.804004,-40.570020,8.600
77179,,15.804799,-49.238775,7.910
77180,,15.805058,13.166910,8.410
77181,,15.805316,-43.458563,8.340
77182,,15.805346,-44.351788,7.010
77183,,15.805438,82.352936,8.530
77184,,15.805472,-32.567868,9.420
77185,,15.805638,-49.763261,7.850
77186,,15.806020,-18.438913,8.910
77187,,15.806049,-60.701780,8.490
77188,,15.806089,-70.155045,10.690
77189,,15.806114,13.313373,9.500
77190,,15.806252,-50.579740,8.740
77191,,15.806275,-28.789124,7.680
77192,,15.806335,-20.395429,8.780
77193,,15.806535,-2.957764,9.500
77194,,15.806768,-43.564094,8.740
77195,,15.806809,40.324353,8.900
77196,,15.806885,-42.618058,8.960
77197,,15.806940,-13.499284,6.940
77198,,15.807094,-19.774017,10.170
77199,,15.807399,-23.834056,6.710
77200,,15.807658,29.889903,9.250
77201,,15.808001,22.415466,6.850
77202,,15.808243,56.098524,9.980
77203,,15.808269,-2.167456,8.650
77204,,15.808304,62.344349,8.530
77205,,15.808470,-32.086556,8.160
77206,,15.809560,28.156749,5.890
77207,,15.809992,-65.233401,8.480
77208,,15.810072,-36.551503,9.960
77209,,15.811265,-20.166456,9.730
77210,,15.811270,61.441908,8.520
77211,,15.811522,53.680871,9.500
77212,,15.811812,83.619657,7.000
77213,,15.811918,-27.582299,8.270
77214,,15.812327,18.141564,4.090
77215,,15.812497,42.919030,11.170
77216,,15.813296,-54.395655,7.910
77217,,15.813351,-66.989831,9.010
77218,,15.814005,-52.438256,6.050
77219,,15.814023,12.723616,6.790
77220,,15.814155,-24.306833,12.410
77221,,15.814480,-29.483444,7.960
77222,,15.814670,-1.001272,6.810
77223,,15.814747,23.241543,7.820
77224,,15.814869,36.247941,11.040
77225,,15.815239,-7.964584,10.090
77226,,15.815636,-38.612521,8.400
77227,,15.815720,-60.367639,6.650
77228,,15.815777,-3.818513,5.530
77229,,15.815972,48.687134,8.840
77230,,15.816281,45.793703,9.180
77231,,15.816615,0.210045,8.720
77232,,15.817444,-70.885705,9.050
77233,,15.818029,33.635159,9.580
77234,,15.818032,-87.266553,7.810
77235,,15.818072,-15.535754,10.420
77236,,15.818369,-1.879535,9.530
77237,,15.818372,-18.704074,8.020
77238,,15.818542,63.142550,8.200
77239,,15.818764,-71.503252,8.900
77240,,15.818833,8.330971,8.850
77241,,15.819286,-51.955260,8.530
77242,,15.819944,-1.987987,8.090
77243,,15.820455,28.570633,9.250
77244,,15.820467,-52.215830,7.300
77245,,15.820802,-41.791335,7.400
77246,,15.821012,60.527377,7.920
77247,,15.821249,9.611789,9.130
77248,,15.821321,56.236367,7.280
77249,,15.821564,3.749092,8.290
77250,,15.821622,-4.961486,8.430
77251,,15.821901,69.099455,8.400
77252,,15.822142,39.674230,8.460
77253,,15.822255,5.045379,8.010
77254,,15.822262,10.081381,7.830
77255,,15.822406,-74.267608,9.850
77256,,15.822832,-33.213192,9.470
77257,,15.822844,-79.623544,9.160
77258,,15.823065,-13.971300,8.560
77259,,15.823412,-55.585317,8.470
77260,,15.824299,55.204784,10.020
77261,,15.824473,42.845325,8.850
77262,,15.824544,-50.018121,9.370
77263,,15.824727,7.486098,8.380
77264,,15.825275,-46.327207,10.300
77265,,15.825364,39.571637,10.100
77266,,15.825553,-31.261121,8.890
77267,,15.825795,25.464051,10.660
77268,,15.825813,25.460208,8.680
77269,,15.826007,-56.885387,9.470
77270,,15.826104,12.558692,6.690
77271,,15.826216,-36.617924,8.960
77272,,15.826220,37.164422,9.800
77273,,15.826316,-69.308132,9.190
77274,,15.826338,-14.540785,8.940
77275,,15.826360,-72.735510,8.620
77276,,15.826570,26.068394,4.590
77277,,15.826717,-30.246952,9.290
77278,,15.826779,51.049193,12.840
77279,,15.826928,-35.874381,9.150
77280,,15.827002,-3.430208,3.540
77281,,15.827158,-49.963526,9.360
77282,,15.827311,-47.609474,11.150
77283,,15.827483,23.671099,7.750
77284,,15.827678,-38.777477,9.250
77285,,15.827846,-20.777471,7.710
77286,,15.828626,25.644599,8.790
77287,,15.828640,-32.808287,7.470
77288,,15.829161,-39.419198,10.640
77289,,15.829308,11.769874,10.540
77290,,15.829531,-63.764847,8.770
77291,,15.830314,-52.244853,8.660
77292,,15.830466,47.472817,8.590
77293,,15.830545,44.522082,7.690
77294,,15.830903,42.788777,9.240
77295,,15.830909,-27.881889,8.690
77296,,15.831002,2.500748,7.150
77297,,15.831131,-66.489767,9.290
77298,,15.831193,-17.901946,6.820
77299,,15.831244,61.338220,8.280
77300,,15.831398,14.065665,7.540
77301,,15.831472,-28.313099,9.960
77302,,15.831653,2.795249,8.300
77303,,15.832382,-21.490741,7.630
77304,,15.832536,-39.236335,10.370
77305,,15.832640,-48.912408,5.860
77306,,15.832708,-3.921211,7.110
77307,,15.832977,-21.580400,10.470
77308,,15.833134,60.204690,8.820
77309,,15.833274,-25.150994,9.230
77310,,15.833441,-11.061024,9.060
77311,,15.833504,-14.051152,8.130
77312,,15.833535,26.178849,8.730
77313,,15.833610,19.692522,8.220
77314,,15.833760,54.766485,8.380
77315,,15.833809,41.248911,9.830
77316,,15.833918,-25.409847,8.750
77317,,15.834130,27.301378,10.430
77318,,15.834219,-18.142758,7.620
77319,,15.834304,30.761003,10.080
77320,,15.834416,-36.552002,10.000
77321,,15.834952,59.013024,8.980
77322,,15.834961,-42.990066,9.900
77323,,15.835050,70.679610,9.190
77324,,15.835057,-39.639026,9.020
77325,,15.835096,-19.929901,9.850
77326,,15.835304,-53.209770,5.780
77327,,15.835465,-9.427714,8.370
77328,,15.835561,64.799692,7.210
77329,,15.835822,23.175752,8.800
77330,,15.836243,-54.757459,11.440
77331,,15.836487,-6.537383,9.970
77332,,15.836520,-28.704322,8.940
77333,,15.836520,-54.760990,8.950
77334,,15.836628,5.954772,7.110
77335,,15.836831,-41.905211,8.500
77336,,15.837026,-11.564682,8.760
77337,,15.837416,50.883881,8.730
77338,,15.837862,-45.401714,6.110
77339,,15.837898,-47.023947,7.740
77340,,15.837900,-25.533556,9.430
77341,,15.838186,-49.040500,6.890
77342,,15.838207,2.196509,5.210
77343,,15.838734,-50.753662,8.710
77344,,15.839265,-58.501861,7.570
77345,,15.839890,-3.055311,8.520
77346,,15.840057,16.750361,9.680
77347,,15.840141,38.821613,8.680
77348,,15.840573,1.818983,8.280
77349,,15.840721,-22.872237,9.080
77350,,15.840812,24.563773,9.060
77351,,15.840850,17.522055,9.480
77352,,15.840903,-17.577022,9.310
77353,,15.841036,21.247868,8.680
77354,,15.841304,-17.348777,8.030
77355,,15.841340,51.771415,8.340
77356,,15.841591,49.248334,9.200
77357,,15.841768,-2.241886,9.500
77358,,15.841772,-73.995448,8.830
77359,,15.841938,-52.508189,8.680
77360,,15.841971,20.340145,7.600
77361,,15.842220,11.479472,9.360
77362,,15.842346,37.835434,8.690
77363,,15.842578,-62.522971,8.910
77364,,15.842570,-31.138510,9.840
77365,,15.842698,-20.718072,10.120
77366,,15.842807,32.225738,8.700
77367,,15.842850,-44.565103,8.000
77368,,15.842857,-40.304549,9.550
77369,,15.842864,34.424915,9.500
77370,,15.843017,-26.289624,6.580
77371,,15.843844,-17.255580,10.330
77372,,15.844194,22.476426,9.010
77373,,15.844321,-13.395219,9.100
77374,,15.844403,-23.258187,7.460
77375,,15.844459,-26.529480,8.290
77376,,15.844692,-86.085111,9.400
77377,,15.844747,66.428672,8.200
77378,,15.844849,-46.313622,8.520
77379,,15.844926,15.133641,9.700
77380,,15.844986,13.126801,7.880
77381,,15.845626,-24.002645,8.760
77382,,15.845906,-68.132205,9.380
77383,,15.846285,48.483016,7.690
77384,,15.846294,-68.425042,8.990
77385,,15.846712,-10.722131,9.150
77386,,15.846935,4.477730,3.710
77387,,15.847064,72.211282,10.100
77388,,15.847692,37.553496,7.500
77389,,15.848079,-46.416897,10.240
77390,,15.848115,-47.460308,8.400
77391,,15.848143,19.180330,8.410
77392,,15.848435,14.676119,9.990
77393,,15.848550,77.265275,8.480
77394,,15.848674,14.678597,9.120
77395,,15.849005,-35.047747,8.360
77396,,15.849241,42.565409,7.390
77397,,15.849244,-6.328294,8.950
77398,,15.849316,-33.627165,3.970
77399,,15.849652,-25.751295,4.630
77400,,15.849739,2.883911,8.830
77401,,15.849705,8.423265,9.950
77402,,15.849791,-68.922495,8.940
77403,,15.851056,-37.761100,9.040
77404,,15.851286,22.317619,7.860
77405,,15.851451,-30.086433,8.190
77406,,15.851448,-22.626633,7.690
77407,,15.851641,-50.687796,10.710
77408,,15.851854,-49.913310,10.510
77409,,15.851891,-55.055533,5.740
77410,,15.851952,-63.551676,9.280
77411,,15.852210,6.803966,9.590
77412,,15.852262,58.677983,10.120
77413,,15.852245,-49.925963,9.910
77414,,15.852581,-9.908392,9.790
77415,,15.852728,40.625948,9.070
77416,,15.852800,52.906991,6.740
77417,,15.852981,16.139692,8.380
77418,,15.853175,-37.195763,9.110
77419,,15.853816,-42.314260,9.580
77420,,15.853870,35.657382,4.790
77421,,15.854025,-31.507437,8.960
77422,,15.854122,-51.788697,8.910
77423,,15.854324,50.836125,8.650
77424,,15.854331,-3.090497,5.090
77425,,15.854425,-48.749592,10.970
77426,,15.854420,20.977919,4.740
77427,,15.854720,-15.750921,11.940
77428,,15.855316,-29.685596,9.340
77429,,15.855350,-30.601673,9.900
77430,,15.855657,-12.622133,8.740
77431,,15.856868,10.539875,8.890
77432,,15.857111,13.987388,10.150
77433,,15.857326,9.973610,8.610
77434,,15.857342,33.157674,9.140
77435,,15.857414,29.356674,9.440
77436,,15.857475,-32.729572,8.900
77437,,15.857613,-42.300713,8.270
77438,,15.857889,57.142236,7.370
77439,,15.857979,-64.181687,7.750
77440,,15.858155,25.304140,7.490
77441,,15.858288,-20.587355,7.700
77442,,15.858736,-47.060800,6.000
77443,,15.858918,-32.686074,7.000
77444,,15.859015,19.289165,8.190
77445,,15.859140,39.735942,7.900
77446,,15.859144,13.905714,7.520
77447,,15.859195,-30.703150,8.180
77448,,15.859460,-48.606451,8.130
77449,,15.859774,-37.437262,7.180
77450,,15.860484,-14.865834,7.950
77451,,15.860539,63.736204,8.550
77452,,15.860576,-18.939460,7.300
77453,,15.860666,-14.133584,6.200
77454,,15.861256,-71.159650,8.700
77455,,15.861440,-38.158143,9.010
77456,,15.861575,71.349120,7.760
77457,,15.862403,3.992833,9.340
77458,,15.863082,-72.118996,8.940
77459,,15.863213,51.587179,8.910
77460,,15.863387,73.317351,8.360
77461,,15.863426,30.817717,8.770
77462,,15.863805,-28.742538,9.580
77463,,15.863896,-8.043410,7.750
77464,,15.863901,7.847638,8.950
77465,,15.864986,-51.619487,7.650
77466,,15.865063,77.708387,8.060
77467,,15.865109,7.237255,9.570
77468,,15.865221,14.852920,8.630
77469,,15.865433,-43.838613,10.200
77470,,15.865623,42.651649,7.830
77471,,15.865735,-9.469261,8.930
77472,,15.865827,-12.537548,7.480
77473,,15.866202,-14.636544,9.080
77474,,15.866231,-78.711902,11.280
77475,,15.866362,-64.922915,8.930
77476,,15.866518,-78.715280,9.180
77477,,15.866598,-34.828191,9.150
77478,,15.866628,28.643751,8.820
77479,,15.866635,32.948423,10.840
77480,,15.866743,-76.493443,9.740
77481,,15.866762,52.565163,8.800
77482,,15.866820,15.235924,7.310
77483,,15.866864,-28.210482,10.130
77484,,15.867118,-45.505152,7.490
77485,,15.867296,29.881675,7.370
77486,,15.867531,-70.821113,7.970
77487,,15.867743,20.248058,8.930
77488,,15.868496,-51.139587,7.920
77489,,15.868955,10.874474,9.340
77490,,15.869047,0.267471,9.970
77491,,15.869113,-42.591292,8.150
77492,,15.870143,-2.278490,8.550
77493,,15.870225,-29.886552,6.390
77494,,15.870324,-45.284362,6.550
77495,,15.870538,-34.121818,7.640
77496,,15.870709,44.210959,9.720
77497,,15.870746,44.321195,8.870
77498,,15.870744,-7.500863,9.550
77499,,15.870757,-32.050029,10.120
77500,,15.870925,-26.317935,9.490
77501,,15.871242,-10.815465,10.470
77502,,15.871269,55.826713,5.810
77503,,15.871460,5.295647,10.530
77504,,15.871540,-18.436065,7.250
77505,,15.871949,21.710417,8.490
77506,,15.872411,-41.326227,9.150
77507,,15.872642,28.607397,7.930
77508,,15.873151,-17.233190,9.150
77509,,15.873292,-43.646120,8.820
77510,,15.874088,-73.602185,8.900
77511,,15.874607,-9.407024,10.280
77512,,15.875240,28.913300,7.810
77513,,15.876042,-1.906330,7.850
77514,,15.876166,-33.356578,9.160
77515,,15.876273,-1.330142,8.580
77516,,15.876407,-1.031348,7.970
77517,,15.876451,-55.555717,8.150
77518,,15.876516,-25.015167,8.020
77519,,15.876677,-67.639601,7.000
77520,,15.876829,-0.593789,10.460
77521,,15.876870,5.449782,8.840
77522,,15.877347,-53.437500,7.910
77523,,15.877409,42.217939,8.360
77524,,15.877903,42.451518,4.600
77525,,15.877910,-79.403851,7.680
77526,,15.877998,46.051460,8.850
77527,,15.878268,42.586925,8.510
77528,,15.878288,-61.972869,10.190
77529,,15.878518,-54.241747,7.320
77530,,15.878590,-27.090628,8.240
77531,,15.879053,36.715721,9.250
77532,,15.879245,-5.691090,9.810
77533,,15.879433,67.666950,10.180
77534,,15.880832,20.381329,8.880
77535,,15.880920,-50.615824,6.630
77536,,15.881134,-37.398588,7.740
77537,,15.881200,17.557230,9.130
77538,,15.881202,50.425587,8.990
77539,,15.881379,15.943209,8.210
77540,,15.881550,-76.149165,8.000
77541,,15.881618,-43.265435,8.800
77542,,15.881875,-49.617999,8.850
77543,,15.881968,-59.061562,7.060
77544,,15.881985,-45.800922,9.130
77545,,15.882212,1.075085,8.970
77546,,15.882255,17.403150,6.290
